id,endereco_livre,uf,cidade,timestamp
1272,"entregar na avenida marques de itu, 303 próximo ao mercado, vila buarque",SP,São Paulo,2025-11-13 21:03:34
1273,"Alameda uruguaiana, 1751",RJ,Rio de Janeiro,2025-11-10 10:01:34
1274,"RUA PAULISTA, 229, bloco A, BELA VISTA, São Paulo",SP,São Paulo,2025-11-08 12:34:34
1275,"VIELA marques de itu, 4140",SP,São Paulo,2025-10-31 09:33:34
1276,"Pç. protasio alves, 1015",RS,Porto Alegre,2025-11-12 11:13:34
1277,"LARGO DO OUVIDOR, 2777, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-31 21:12:34
1278,"travessa w3 norte, 2870, asa norte",DF,Brasília,2025-11-16 22:59:34
1279,"VIELA URUGUAIANA, 4258, perto da praça, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-23 10:16:34
1280,"Pç reboucas, 3722",SP,São Paulo,2025-11-04 06:56:34
1281,"avenida afonso pena, 756",MG,Belo Horizonte,2025-10-29 16:19:34
1282,"largo consolacao, 640, consolacao",SP,São Paulo,2025-11-05 04:24:34
1283,"entregar na viela eixo monumental, 2161 em frente ao banco, asa norte",DF,Brasília,2025-11-06 07:21:34
1284,"VIELA BORGES DE MEDEIROS, 1335, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-10 16:18:34
1285,"ESTRADA TUPIS, 4205, bloco A, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-22 22:36:34
1286,"LARGO TUPIS, 268, perto da praça, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-10-27 03:26:34
1287,"VIELA primeiro de março, 904",RJ,Rio de Janeiro,2025-11-08 11:47:34
1288,"estrada w3 sul, 965, asa sul",DF,Brasília,2025-11-17 09:30:34
1289,"LARGO SAO JOAO, 230, apto 201, REPUBLICA, São Paulo",SP,São Paulo,2025-11-22 02:23:34
1290,"ALAMEDA OSWALDO CRUZ, 2323, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-20 21:18:34
1291,"avenida do ouvidor, 4486, centro",RJ,Rio de Janeiro,2025-11-24 19:23:34
1292,"ALAMEDA DOS ANDRADAS, 4635, CENTRO",RS,Porto Alegre,2025-10-29 09:59:34
1293,"LARGO DO COMERCIO, 4962, SAO JOSE, Recife",PE,Recife,2025-11-02 16:17:34
1294,"LARGO TUPIS, 3679, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-10-29 21:29:34
1295,"VIELA RIO BRANCO, 3173, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-29 08:28:34
1296,"RUA W3 NORTE, 3630, próximo ao mercado, ASA NORTE, Brasília",DF,Brasília,2025-11-06 17:54:34
1297,"RUA PAULISTA, 4686, perto do metrô, BELA VISTA, São Paulo",SP,São Paulo,2025-11-17 03:08:34
1298,"entregar na avenida primeiro de março, 1577 ao lado da escola, centro",RJ,Rio de Janeiro,2025-11-08 19:13:34
1299,"entregar na travessa w3 sul, 3899 , asa sul",DF,Brasília,2025-11-22 22:50:34
1300,"estrada w3 norte, 156, asa norte",DF,Brasília,2025-11-01 14:34:34
1301,"entregar na avenida bahia, 4371 próximo ao mercado, centro",MG,Belo Horizonte,2025-11-14 02:47:34
1302,"RUA BORGES DE MEDEIROS, 2785, CENTRO",RS,Porto Alegre,2025-11-21 07:48:34
1303,"praça w3 sul, 3130, asa sul",DF,Brasília,2025-11-24 17:43:34
1304,"ESTRADA W3 NORTE, 2338, ASA NORTE, Brasília",DF,Brasília,2025-11-21 12:00:34
1305,"ESTRADA RIO BRANCO, 2514, CENTRO",RJ,Rio de Janeiro,2025-11-05 15:46:34
1306,"ESTRADA BOA VIAGEM, 223, , BOA VIAGEM, Recife",PE,Recife,2025-11-17 08:43:34
1307,"estrada boa viagem, 3382, boa viagem",PE,Recife,2025-11-18 07:57:34
1308,"RUA PRIMEIRO DE MARÇO, 1660, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-02 01:12:34
1309,"LARGO IPIRANGA, 4167, bloco A, REPUBLICA, São Paulo",SP,São Paulo,2025-11-14 17:32:34
1310,"entregar na praça oswaldo cruz, 3808 em frente ao banco, botafogo",RJ,Rio de Janeiro,2025-11-24 05:48:34
1311,"travessa afonso pena, 153, centro",MG,Belo Horizonte,2025-11-09 02:06:34
1312,"TRAVESSA PRESIDENTE VARGAS, 4545, perto da praça, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-17 02:23:34
1313,"AVENIDA BAHIA, 4100, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-01 16:26:34
1314,"entregar na estrada w3 norte, 2009 em frente ao banco, asa norte",DF,Brasília,2025-10-27 03:21:34
1315,"RUA ATLANTICA, 3807, bloco B, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-17 00:39:34
1316,"rua do ouvidor, 3951, centro",RJ,Rio de Janeiro,2025-11-07 11:56:34
1317,"entregar na praça do comercio, 1743 ao lado da escola, sao jose",PE,Recife,2025-11-17 19:39:34
1318,"avenida w3 norte, 2463",DF,Brasília,2025-11-04 16:56:34
1319,"ALAMEDA URUGUAIANA, 3539, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-07 03:58:34
1320,"PRAÇA BOA VIAGEM, 2142, loja 2, BOA VIAGEM, Recife",PE,Recife,2025-11-18 13:07:34
1321,"PRAÇA BOA VIAGEM, 1726, BOA VIAGEM",PE,Recife,2025-10-27 01:28:34
1322,"entregar na estrada das flores, 17 em frente ao banco, jardim",RJ,Rio de Janeiro,2025-11-26 20:06:34
1323,"VIELA QUINZE DE NOVEMBRO, 4554, perto do metrô, CENTRO, São Paulo",SP,São Paulo,2025-11-11 08:15:34
1324,"av rio branco, 4413",RJ,Rio de Janeiro,2025-10-30 23:21:34
1325,"PRAÇA PRIMEIRO DE MARÇO, 3084, bloco B, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-15 08:38:34
1326,"avenida do ouvidor, 3791, centro",RJ,Rio de Janeiro,2025-10-28 14:21:34
1327,"TRAVESSA DO OUVIDOR, 163, sala 10, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-04 22:27:34
1328,"AVENIDA REBOUCAS, 2484, apto 301, PINHEIROS, São Paulo",SP,São Paulo,2025-11-19 05:26:34
1329,"ALAMEDA ATLANTICA, 4038, perto do metrô, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-07 14:49:34
1330,"VIELA REBOUCAS, 909, sala 10, PINHEIROS, São Paulo",SP,São Paulo,2025-11-08 04:18:34
1331,"TRAVESSA PAULISTA, 4635, perto do metrô, BELA VISTA, São Paulo",SP,São Paulo,2025-11-07 02:38:34
1332,"ESTRADA COPACABANA, 533, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-18 01:55:34
1333,"ALAMEDA BRIGADEIRO FARIA LIMA, 1572, , ITAM BIBI, São Paulo",SP,São Paulo,2025-11-03 23:15:34
1334,"LARGO NOVE DE JULHO, 17, REPUBLICA",SP,São Paulo,2025-11-05 23:08:34
1335,"PRAÇA OSWALDO CRUZ, 3544, loja 1, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-18 17:06:34
1336,"largo w3 sul, 4060, asa sul",DF,Brasília,2025-11-10 18:53:34
1337,"RUA BRIGADEIRO FARIA LIMA, 2277, ITAM BIBI",SP,São Paulo,2025-11-09 06:29:34
1338,"viela do ouvidor, 1595, centro",RJ,Rio de Janeiro,2025-11-24 01:58:34
1339,"Tv das flores, 3472",RJ,Rio de Janeiro,2025-11-20 15:28:34
1340,"avenida marques de itu, 793",SP,São Paulo,2025-11-13 20:12:34
1341,"alameda boavista, 2025",PE,Recife,2025-11-19 09:56:34
1342,"PRAÇA OSWALDO CRUZ, 4258, apto 301, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-27 18:00:34
1343,"entregar na avenida bahia, 3658 , centro",MG,Belo Horizonte,2025-11-24 18:51:34
1344,"VIELA ATLANTICA, 2567, apto 101, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-01 16:46:34
1345,"entregar na rua bahia, 2470 perto do metrô, centro",MG,Belo Horizonte,2025-11-13 18:43:34
1346,"RUA OSWALDO CRUZ, 2416, loja 1, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-14 17:10:34
1347,"TRAVESSA AFONSO PENA, 4912, bloco B, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-26 06:25:34
1348,"viela tupis, 830, centro",MG,Belo Horizonte,2025-11-05 22:59:34
1349,"largo das flores, 4238, jardim",RJ,Rio de Janeiro,2025-11-08 14:43:34
1350,"RUA PRESIDENTE VARGAS, 4876, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-08 13:52:34
1351,"ALAMEDA URUGUAIANA, 2912, CENTRO",RJ,Rio de Janeiro,2025-11-10 21:10:34
1352,"ESTRADA BAHIA, 1992, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-01 19:46:34
1353,"ALAMEDA URUGUAIANA, 4789, CENTRO",RJ,Rio de Janeiro,2025-11-10 00:01:34
1354,"entregar na alameda da aurora, 4782 perto da praça, boa vista",PE,Recife,2025-11-22 05:30:34
1355,"Al boavista, 3022",PE,Recife,2025-11-25 13:17:34
1356,"rua eixo monumental, 3458, asa norte",DF,Brasília,2025-11-20 14:09:34
1357,"AVENIDA REBOUCAS, 2798, PINHEIROS, São Paulo",SP,São Paulo,2025-11-05 05:05:34
1358,"entregar na praça tupis, 4739 próximo ao mercado, centro",MG,Belo Horizonte,2025-11-07 11:23:34
1359,"ESTRADA BOAVISTA, 859, BOA VIAGEM",PE,Recife,2025-10-29 19:18:34
1360,"RUA BRIGADEIRO FARIA LIMA, 1828, perto da praça, ITAM BIBI, São Paulo",SP,São Paulo,2025-11-12 01:36:34
1361,"LARGO IPIRANGA, 2716, loja 1, REPUBLICA, São Paulo",SP,São Paulo,2025-11-20 08:38:34
1362,"Praça do ouvidor, 82",RJ,Rio de Janeiro,2025-11-26 03:42:34
1363,"ALAMEDA SETEMBRO, 3608, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-06 01:51:34
1364,"RUA CONDE DA BOA VISTA, 244, DERBY, Recife",PE,Recife,2025-11-20 11:38:34
1365,"alameda brigadeiro faria lima, 1428, itam bibi",SP,São Paulo,2025-10-30 03:34:34
1366,"TRAVESSA QUINZE DE NOVEMBRO, 177, CENTRO, São Paulo",SP,São Paulo,2025-10-31 11:51:34
1367,"RUA PRESIDENTE VARGAS, 1125, CENTRO",RJ,Rio de Janeiro,2025-11-06 17:28:34
1368,"ALAMEDA CONSOLACAO, 3738, CONSOLACAO, São Paulo",SP,São Paulo,2025-11-15 09:07:34
1369,"VIELA paulista, 536",SP,São Paulo,2025-10-29 15:59:34
1370,"TRAVESSA REBOUCAS, 4363, PINHEIROS",SP,São Paulo,2025-11-04 09:29:34
1371,"TRAVESSA AMAZONAS, 379, bloco B, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-08 13:55:34
1372,"alameda w3 norte, 1218, asa norte",DF,Brasília,2025-11-19 19:09:34
1373,"entregar na estrada vinte e tres de maio, 4164 em frente ao banco, liberdade",SP,São Paulo,2025-11-19 21:44:34
1374,"entregar na avenida dos andradas, 1372 em frente ao banco, centro",RS,Porto Alegre,2025-11-02 00:01:34
1375,"entregar na praça protasio alves, 4085 em frente ao banco, petropolis",RS,Porto Alegre,2025-11-21 10:04:34
1376,"LARGO CONDE DA BOA VISTA, 4054, DERBY",PE,Recife,2025-11-18 02:24:34
1377,"TRAVESSA ATLANTICA, 1799, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-12 13:24:34
1378,"ALAMEDA CONSOLACAO, 3482, CONSOLACAO",SP,São Paulo,2025-11-08 14:50:34
1379,"Al conde da boa vista, 4511",PE,Recife,2025-11-02 18:31:34
1380,"entregar na praça bahia, 1886 , centro",MG,Belo Horizonte,2025-11-12 04:10:34
1381,"VIELA BOAVISTA, 3696, BOA VIAGEM",PE,Recife,2025-11-13 07:26:34
1382,"PRAÇA BORGES DE MEDEIROS, 2237, CENTRO",RS,Porto Alegre,2025-11-26 15:21:34
1383,"alameda brigadeiro faria lima, 622, itam bibi",SP,São Paulo,2025-10-29 18:31:34
1384,"AVENIDA PROTASIO ALVES, 2265, PETROPOLIS, Porto Alegre",RS,Porto Alegre,2025-11-23 17:45:34
1385,"RUA CONDE DA BOA VISTA, 4474, DERBY, Recife",PE,Recife,2025-11-16 14:06:34
1386,"ALAMEDA BOAVISTA, 2480, perto do metrô, BOA VIAGEM, Recife",PE,Recife,2025-10-30 12:37:34
1387,"ALAMEDA URUGUAIANA, 70, sala 10, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-17 08:59:34
1388,"VIELA AGAMENON MAGALHAES, 4751, , DERBY, Recife",PE,Recife,2025-11-11 00:17:34
1389,"VIELA SETEMBRO, 1865, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-02 21:36:34
1390,"entregar na travessa dos andradas, 4226 ao lado da escola, centro",RS,Porto Alegre,2025-11-02 06:03:34
1391,"praça tupis, 704, centro",MG,Belo Horizonte,2025-10-30 14:22:34
1392,"TRAVESSA AFONSO PENA, 3594, CENTRO",MG,Belo Horizonte,2025-10-30 03:48:34
1393,"ESTRADA CONDE DA BOA VISTA, 4731, apto 201, DERBY, Recife",PE,Recife,2025-11-16 21:49:34
1394,"PRAÇA BORGES DE MEDEIROS, 2784, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-13 07:06:34
1395,"entregar na alameda agamenon magalhaes, 2672 , derby",PE,Recife,2025-11-08 18:50:34
1396,"entregar na estrada uruguaiana, 2706 perto do metrô, centro",RJ,Rio de Janeiro,2025-11-01 00:51:34
1397,"VIELA AGAMENON MAGALHAES, 1673, DERBY",PE,Recife,2025-11-24 03:25:34
1398,"largo reboucas, 890, pinheiros",SP,São Paulo,2025-11-08 06:09:34
1399,"Av marques de itu, 1405",SP,São Paulo,2025-11-09 15:47:34
1400,"RUA BORGES DE MEDEIROS, 1530, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-24 08:31:34
1401,"TRAVESSA CONSOLACAO, 2385, ao lado da escola, CONSOLACAO, São Paulo",SP,São Paulo,2025-11-24 06:46:34
1402,"rua conde da boa vista, 1408, derby",PE,Recife,2025-10-30 07:24:34
1403,"entregar na avenida paulista, 1058 em frente ao banco, bela vista",SP,São Paulo,2025-11-10 21:45:34
1404,"TRAVESSA DO COMERCIO, 1065, apto 301, SAO JOSE, Recife",PE,Recife,2025-11-17 06:57:34
1405,"entregar na estrada dos andradas, 4946 próximo ao mercado, centro",RS,Porto Alegre,2025-11-08 14:17:34
1406,"Al tupis, 1653",MG,Belo Horizonte,2025-11-12 17:57:34
1407,"travessa agamenon magalhaes, 4308, derby",PE,Recife,2025-10-28 01:53:34
1408,"entregar na largo borges de medeiros, 3791 , centro",RS,Porto Alegre,2025-11-03 18:31:34
1409,"PRAÇA TUPIS, 2437, CENTRO",MG,Belo Horizonte,2025-11-07 15:23:34
1410,"ESTRADA IPIRANGA, 3540, REPUBLICA",SP,São Paulo,2025-11-13 23:38:34
1411,"VIELA PRESIDENTE VARGAS, 358, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-29 15:32:34
1412,"ALAMEDA W3 NORTE, 547, perto do metrô, ASA NORTE, Brasília",DF,Brasília,2025-11-03 13:51:34
1413,"VIELA borges de medeiros, 4529",RS,Porto Alegre,2025-11-24 17:17:34
1414,"VIELA BOA VIAGEM, 3695, BOA VIAGEM, Recife",PE,Recife,2025-11-18 14:17:34
1415,"LARGO atlantica, 219",RJ,Rio de Janeiro,2025-11-14 10:02:34
1416,"Tv. agamenon magalhaes, 3250",PE,Recife,2025-11-18 17:04:34
1417,"PRAÇA URUGUAIANA, 3804, CENTRO",RJ,Rio de Janeiro,2025-11-12 18:44:34
1418,"TRAVESSA EIXO MONUMENTAL, 3586, ASA NORTE, Brasília",DF,Brasília,2025-11-11 11:56:34
1419,"entregar na estrada paulista, 148 , bela vista",SP,São Paulo,2025-11-21 11:42:34
1420,"VIELA w3 norte, 1380",DF,Brasília,2025-11-05 12:40:34
1421,"PRAÇA BAHIA, 1458, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-04 18:52:34
1422,"TRAVESSA W3 NORTE, 3622, , ASA NORTE, Brasília",DF,Brasília,2025-10-30 23:58:34
1423,"AVENIDA W3 SUL, 3200, próximo ao mercado, ASA SUL, Brasília",DF,Brasília,2025-11-12 19:11:34
1424,"RUA DO OUVIDOR, 3092, apto 301, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-28 13:26:34
1425,"travessa ipiranga, 749",SP,São Paulo,2025-11-26 20:28:34
1426,"av reboucas, 1807",SP,São Paulo,2025-10-30 23:39:34
1427,"entregar na rua paulista, 3406 , bela vista",SP,São Paulo,2025-10-31 10:29:34
1428,"entregar na travessa eixo monumental, 1697 em frente ao banco, asa norte",DF,Brasília,2025-10-27 07:42:34
1429,"travessa brigadeiro faria lima, 868, itam bibi",SP,São Paulo,2025-11-16 15:49:34
1430,"PRAÇA AGAMENON MAGALHAES, 99, DERBY",PE,Recife,2025-11-20 06:35:34
1431,"Al. copacabana, 3023",RJ,Rio de Janeiro,2025-10-29 14:23:34
1432,"LARGO MARQUES DE ITU, 835, ao lado da escola, VILA BUARQUE, São Paulo",SP,São Paulo,2025-11-01 02:39:34
1433,"avenida nove de julho, 4915, republica",SP,São Paulo,2025-11-05 22:25:34
1434,"PRAÇA URUGUAIANA, 1437, perto do metrô, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-15 23:19:34
1435,"entregar na praça copacabana, 145 ao lado da escola, copacabana",RJ,Rio de Janeiro,2025-11-12 08:17:34
1436,"RUA brigadeiro faria lima, 1906",SP,São Paulo,2025-11-02 17:30:34
1437,"entregar na viela ipiranga, 1996 , republica",SP,São Paulo,2025-11-25 16:26:34
1438,"ALAMEDA BORGES DE MEDEIROS, 1655, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-14 14:08:34
1439,"TRAVESSA ATLANTICA, 4900, COPACABANA",RJ,Rio de Janeiro,2025-11-03 10:41:34
1440,"entregar na praça vinte e tres de maio, 325 em frente ao banco, liberdade",SP,São Paulo,2025-11-06 11:01:34
1441,"travessa das flores, 2714, jardim",RJ,Rio de Janeiro,2025-11-19 14:15:34
1442,"entregar na travessa oswaldo cruz, 1823 em frente ao banco, botafogo",RJ,Rio de Janeiro,2025-11-10 10:38:34
1443,"RUA BAHIA, 530, loja 2, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-24 14:46:34
1444,"Tv setembro, 1029",RJ,Rio de Janeiro,2025-11-08 02:56:34
1445,"travessa consolacao, 4157",SP,São Paulo,2025-11-03 06:30:34
1446,"TRAVESSA PAULISTA, 2007, BELA VISTA",SP,São Paulo,2025-11-21 01:34:34
1447,"ALAMEDA MARQUES DE ITU, 4723, VILA BUARQUE",SP,São Paulo,2025-10-27 00:37:34
1448,"largo vinte e tres de maio, 656, liberdade",SP,São Paulo,2025-11-14 08:39:34
1449,"entregar na largo dos andradas, 3463 ao lado da escola, centro",RS,Porto Alegre,2025-11-03 07:01:34
1450,"LARGO SETEMBRO, 163, loja 1, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-13 18:01:34
1451,"ESTRADA MARQUES DE ITU, 4529, perto da praça, VILA BUARQUE, São Paulo",SP,São Paulo,2025-11-18 08:20:34
1452,"LARGO MARQUES DE ITU, 2321, VILA BUARQUE",SP,São Paulo,2025-11-09 01:19:34
1453,"PRAÇA COPACABANA, 1120, em frente ao banco, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-20 15:51:34
1454,"RUA REBOUCAS, 106, bloco A, PINHEIROS, São Paulo",SP,São Paulo,2025-11-02 21:26:34
1455,"VIELA BORGES DE MEDEIROS, 3407, CENTRO",RS,Porto Alegre,2025-11-03 09:25:34
1456,"alameda borges de medeiros, 4820",RS,Porto Alegre,2025-10-29 18:51:34
1457,"VIELA PRIMEIRO DE MARÇO, 4634, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-20 07:33:34
1458,"LARGO DA AURORA, 3017, , BOA VISTA, Recife",PE,Recife,2025-11-06 07:50:34
1459,"TRAVESSA AMAZONAS, 1986, CENTRO",MG,Belo Horizonte,2025-11-25 09:09:34
1460,"entregar na estrada das flores, 2141 em frente ao banco, jardim",RJ,Rio de Janeiro,2025-10-26 23:40:34
1461,"entregar na travessa nove de julho, 4933 perto do metrô, republica",SP,São Paulo,2025-10-31 15:49:34
1462,"AVENIDA PRIMEIRO DE MARÇO, 3149, CENTRO",RJ,Rio de Janeiro,2025-11-04 01:52:34
1463,"TRAVESSA RIO BRANCO, 3465, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-31 07:33:34
1464,"viela marques de itu, 4802, vila buarque",SP,São Paulo,2025-11-03 07:01:34
1465,"AVENIDA RIO BRANCO, 4691, sala 20, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-31 16:32:34
1466,"VIELA consolacao, 2524",SP,São Paulo,2025-10-31 05:49:34
1467,"entregar na avenida presidente vargas, 3423 em frente ao banco, centro",RJ,Rio de Janeiro,2025-11-06 11:03:34
1468,"estrada amazonas, 1446, centro",MG,Belo Horizonte,2025-11-20 22:41:34
1469,"entregar na largo reboucas, 1491 , pinheiros",SP,São Paulo,2025-11-12 01:57:34
1470,"Est consolacao, 1647",SP,São Paulo,2025-11-01 14:33:34
1471,"LARGO AFONSO PENA, 895, apto 201, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-24 11:44:34
1472,"Avenida do comercio, 2268",PE,Recife,2025-11-26 02:34:34
1473,"LARGO dos andradas, 826",RS,Porto Alegre,2025-11-18 20:07:34
1474,"entregar na avenida atlantica, 1730 , copacabana",RJ,Rio de Janeiro,2025-11-14 01:16:34
1475,"LARGO VINTE E TRES DE MAIO, 3877, sala 20, LIBERDADE, São Paulo",SP,São Paulo,2025-11-07 07:28:34
1476,"PRAÇA CONDE DA BOA VISTA, 2583, apto 301, DERBY, Recife",PE,Recife,2025-10-27 09:07:34
1477,"viela agamenon magalhaes, 469, derby",PE,Recife,2025-10-30 09:58:34
1478,"RUA PRESIDENTE VARGAS, 3744, loja 1, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-03 16:48:34
1479,"alameda primeiro de março, 2037, centro",RJ,Rio de Janeiro,2025-11-12 01:06:34
1480,"VIELA dos andradas, 1540",RS,Porto Alegre,2025-11-26 00:26:34
1481,"PRAÇA ATLANTICA, 3640, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-07 05:24:34
1482,"PRAÇA RIO BRANCO, 3506, CENTRO",RJ,Rio de Janeiro,2025-11-04 21:52:34
1483,"entregar na viela presidente vargas, 2408 perto da praça, centro",RJ,Rio de Janeiro,2025-11-04 15:54:34
1484,"RUA W3 SUL, 1048, ASA SUL",DF,Brasília,2025-11-01 18:30:34
1485,"LARGO EIXO MONUMENTAL, 1377, ASA NORTE",DF,Brasília,2025-10-27 17:19:34
1486,"TRAVESSA W3 NORTE, 1994, ASA NORTE, Brasília",DF,Brasília,2025-11-20 23:05:34
1487,"AVENIDA RIO BRANCO, 3563, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-21 09:52:34
1488,"ALAMEDA DO COMERCIO, 1806, próximo ao mercado, SAO JOSE, Recife",PE,Recife,2025-11-05 04:52:34
1489,"ESTRADA PRIMEIRO DE MARÇO, 4379, perto do metrô, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-11 17:59:34
1490,"TRAVESSA BOAVISTA, 4719, bloco B, BOA VIAGEM, Recife",PE,Recife,2025-11-24 00:28:34
1491,"VIELA DO COMERCIO, 4604, loja 1, SAO JOSE, Recife",PE,Recife,2025-11-01 13:35:34
1492,"Av. nove de julho, 2384",SP,São Paulo,2025-11-24 10:02:34
1493,"avenida reboucas, 4693, pinheiros",SP,São Paulo,2025-11-22 10:25:34
1494,"entregar na alameda do ouvidor, 507 ao lado da escola, centro",RJ,Rio de Janeiro,2025-11-20 08:22:34
1495,"entregar na praça boa viagem, 1035 perto do metrô, boa viagem",PE,Recife,2025-11-07 02:35:34
1496,"entregar na viela presidente vargas, 76 em frente ao banco, centro",RJ,Rio de Janeiro,2025-11-16 15:57:34
1497,"TRAVESSA SAO JOAO, 4095, em frente ao banco, REPUBLICA, São Paulo",SP,São Paulo,2025-11-22 01:31:34
1498,"rua setembro, 4907, centro",RJ,Rio de Janeiro,2025-11-17 04:05:34
1499,"ALAMEDA PRIMEIRO DE MARÇO, 4702, CENTRO",RJ,Rio de Janeiro,2025-11-06 14:18:34
1500,"VIELA SAO JOAO, 482, sala 20, REPUBLICA, São Paulo",SP,São Paulo,2025-11-21 22:36:34
